,colon_norm1,colon_norm2,colon_norm3,colon_tum1,colon_tum2,colon_tum3,liver1,liver2,liver3,liver4,liver5,liver6,liver7,liver8,liver9,met1,met2,met3,met4,met5,met6,met7,met8,met9,M12_1,M18,M19,M2,M21,M28,M3,M34,M40,M5,MN12_1,MN15,MN18,MN19,MN2,MN21,MN28,MN3,MN34,MN40,MN5,P12,P15_1,P18,P19,P21,P28,P3,P34,P40,P5,PN10,PN13,PN14,PN15_1,PN15_2,PN16,PN18,PN2,PN21,PN22,PN27,PN28,PN29,PN30,PN31,PN32,PN34,PN37,PN4,PN5,PN6,D103,D106,D107_merged,D111_merged,D114_merged,D119_merged,D121,D128,D136_merged,D138_merged,D139_merged,D13_merged,D141,D144_merged,D145_merged,D146,D158,D15_merged,D15_single,D161_merged,D164_merged,D166,D168,D16_merged,D17,D170,D173_merged,D175,D18,D180_merged,D183,D186,D187_merged,D189_merged,D19,D192,D193_merged,D194,D199_merged,D206_merged,D209,D211_merged,D212_merged,D213_merged,D214_merged,D219_merged,D222_merged,D224,D230,D233,D242,D243,D246,D248,D252,D260,D263,D269,D274,D27_merged,D28_merged,D311,D312,D315,D35,D38,D3_merged,D43_merged,D44,D5,D50_merged,D53_merged,D54_merged,D56_merged,D57,D63_merged,D64_merged,D65_merged,D68,D73_merged,D75_merged,D77_merged,D78_merged,D81_merged,D83_merged,D86_merged,D8_merged,D97_merged,SRR1273998_control_Liver,SRR1273999_control_Liver,SRR1274000_control_Liver,SRR1274001_control_Liver
Hsa-Mir-2116_3p ,1.1574536252,1.4504344486,2.1692857341,3.0507044512,3.8666576293,2.6796603397,7.0454223073,2.8925371818,19.0801866042,4.2896625261,3.6065050532,5.3509605866,3.6504060849,1.6546408747,2.6898987845,1.3633213781,4.8767076859,7.9139266266,3.9361039131,2.9918370717,2.9776501831,3.9924375973,2.367082995,2.6299933712,2.7778212689,0.9587488711,1.9468667613,0.5675837054,1.841766852,1.8636814838,0,7.8207790278,1.0235742804,1.4367550313,0.6429124448,1.683656869,2.3795107287,2.0794387179,3.7313070843,0.209559255,3.4080363542,3.7088617689,2.0593982888,3.5408558107,1.1264718763,1.5490324937,1.1121715579,2.0587512713,1.2493015623,0,1.6939098183,1.4400680576,0,0.4492353901,2.9520191719,1.7156597827,1.9597013546,0.765360547,1.0149090134,2.0431346589,1.274048461,0,0.7597495622,0.5810346513,0.7242362024,1.0342562922,1.8506973692,1.6589687063,1.6053912248,0.9542112204,2.3383712479,1.3387193199,1.380778255,1.6244048218,1.5357137921,1.7673711474,1.2718156122,0.2455591849,0.5844586598,1.3319775578,0.8509494043,1.6204001902,1.888777451,0,0.7078799068,0.5239766474,1.2657010212,0.4425146871,1.6283038285,1.0871710017,0.786462155,0.756757084,0,0.4514083715,0.4514083715,0,2.4268899405,1.6301433059,0.875549024,0.8425231546,1.6179166799,2.2341825461,1.0873636922,0.8661075654,0.7026216923,1.9435227828,1.7900583738,0.2860061754,2.2807763398,1.2008761592,0.4677606497,0.3796494241,0.4834458473,1.4891090288,0.2979888731,2.0731146059,0.3590161521,0,0.9062214823,1.0034018668,2.2596922235,0.5126759119,0.7022558213,0.802201562,1.5177577659,0,0,1.7736007509,0,0,1.1170159054,1.0209578136,0,0,1.6408497195,2.1781054229,1.5577367331,0.5628046884,1.7689179882,1.5201276299,0,0.5021549982,0.3827389334,0.3551500847,0.240213521,1.414196125,2.930349261,1.9631424905,0.653715901,2.5988037335,2.3977020424,2.0333609464,1.3912756996,2.8891103874,3.9193369109,0.474732595,2.5922911187,2.4506260124,1.4703114708,0,1.1987504226,1.1035205247,0,1.7465674709,2.0068751081,1.5451305597,2.4978713453,2.3410909283
Hsa-Mir-214_3p ,197.6352064984,136.1957947264,156.6815923386,87.8167067035,280.9013042464,190.4233628866,314.225834906,144.6268590879,251.2224569556,153.8150420081,137.0471920202,163.5015734797,158.3363639309,148.5040185022,100.6022145399,309.3937574476,210.3080189533,356.8804054945,255.1907370355,73.5991919646,325.2728342877,236.4611904215,76.3695724188,91.2983413133,191.9221967617,58.1640981784,118.9211113364,29.3251581099,33.561084858,45.1942759819,124.46420344,129.6685162809,102.0162366176,35.5596870245,102.0623506133,165.4192873838,79.2560111932,84.7371277545,135.0733164529,112.1142014116,88.0977397562,157.6266251769,102.4082603589,157.9221691566,173.6018324944,145.2217962813,323.9596866409,323.9102000145,55.906244915,158.8398502367,149.9110189172,132.1262442863,59.2356235142,47.3943336593,26.9371749435,96.8122305955,81.9808399999,30.6144218801,126.8636266759,48.9150474224,106.7015586072,66.7782716291,72.3281583245,57.6676891424,40.5572273341,60.5614517741,41.1119201302,48.9395768344,38.4290524439,21.9468580687,47.5114521732,42.2652813854,38.5467262841,127.2942687601,53.7499827232,65.5891070239,63.5907806086,103.1348576665,216.5419334477,184.8784850194,26.3794315318,207.4112243501,180.0634503305,112.4667131825,198.6782938301,153.0011810434,229.9356855121,233.647754769,189.6973960165,198.1369150544,128.1933312728,131.2973540745,58.0062956993,90.7330826813,90.7330826813,43.9771801929,274.2385632812,53.2513479927,137.4611967617,130.5910889696,51.1261670842,164.2124171398,196.2691464358,42.4392707028,349.2029810833,298.5250994306,109.7902469266,187.6200510921,78.4587060882,149.9093738792,50.050389516,171.2218902821,112.6428824202,69.9881243555,103.7001278372,125.4234336583,208.2293682393,342.528016074,227.461592068,73.582803565,202.4038605873,74.3380072287,121.8413849889,61.3684194904,226.1459071132,134.5711071628,306.7193751808,103.3122437424,221.0238964316,209.0432845746,63.8933097896,148.4472660996,294.8428366985,103.0656499075,63.4461891539,167.7141175645,118.9072372968,102.0552501611,109.0832759418,57.7648499368,54.5279768098,202.3684642644,277.1029877749,198.884047404,47.8024906779,78.4878849353,80.9508983352,229.4422785802,136.9534812496,113.6048489223,25.5754884519,129.3217561894,182.5353717934,220.461346481,187.3443043412,158.0859541342,249.6006020041,211.1622747364,196.0415294376,79.5249708408,117.0779579366,146.4003896163,255.8777923281,127.1501118851,86.9645880198,129.5978256923,67.4425263221,85.2825981026
Hsa-Mir-216-P1_5p ,0,0.2900868897,0.591623382,0,0,0.5024363137,4.2272533844,0.2410447651,0,0.6128089323,0,0.5945511763,1.3689022818,3.722941968,7.5317165966,1.1227352525,0.6095884607,0,0,0.3590204486,1.8433072562,0.3629488725,0.7474998932,0.3757133387,0.1262646031,0,0.3244777936,0.5675837054,0.613922284,0.9318407419,0,0.4692467417,1.0235742804,0,4.6611152249,4.2091421726,2.013432155,1.3862924786,1.4925228337,1.8860332948,6.475269073,1.8544308844,1.8721802625,0,1.5019625018,0.3872581234,0.1588816511,1.3725008475,0.9369761718,16.502841583,1.6939098183,0.900042536,7.8980831352,0.2246176951,0,0.6127356367,0.6532337849,0,0.6343181334,0,0.9555363457,0,0,0,0,0.9193389264,0.2643853385,0.2073710883,0,0.1590352034,0.1062896022,0.5737368514,0.2301297092,0.5906926625,0.2559522987,3.9274914386,0.9538617091,1.2277959246,2.9222932989,0.7991865347,0,0.8102000951,0,0,0.7078799068,0,0.4219003404,0.4425146871,1.6283038285,1.6307565025,1.1796932326,0.756757084,0,1.3542251146,1.3542251146,0,3.6403349108,0,0,0,0.9707500079,3.3512738192,0.5436818461,0,0.7026216923,3.8870455655,0,0.2860061754,0,0.2001460265,0.4677606497,1.5185976965,2.4172292365,0,0,1.036557303,0,0,1.3593322235,0.6689345779,1.6140658739,0,0.7022558213,0.401100781,2.5295962764,1.2616041297,1.2004672218,0.4434001877,0,0.9010486404,0.4468063622,1.2251493763,0,0.5822918074,3.281699439,0.4356210846,0.5192455777,1.1256093768,0,0,1.7589669939,0,0,0.7103001693,0.960854084,0,0.3662936576,0.4907856226,1.6342897524,0,0.7992340141,0.4066721893,3.895571959,1.555674824,0,0.474732595,0.7406546054,0,0.9802076472,0.9467258433,0.3995834742,1.4713606997,0,0.3493134942,0.8919444925,0.9657065998,0.9367017545,0.6688831224
Hsa-Mir-216-P2_5p ,1.7361804378,0,0.591623382,0,0,0.3349575425,1.8787792819,3.3746267121,9.5400933021,1.2256178646,0.9016262633,5.3509605866,12.776421297,1.6546408747,7.5317165966,0.6415630014,0,0,1.3120346377,0,0.8507571952,0,0.3737499466,0.2504755592,0.1262646031,0.319582957,0,0,0,0.6988805564,0,0.7820779028,0,0,4.1789308913,1.683656869,3.2947071628,1.3862924786,0,1.0477962749,6.1344654376,0,1.6849622363,0,0.3754906254,0,0,0.6862504238,0,0,0.1693909818,0,0,0,0,0,0,0,0.1268636267,0,0,0,0,0.4357759885,0,0.3447520974,0,0.4147421766,0.1003369516,0,0,0.5737368514,0,0.1476731656,0.2559522987,1.5709965754,0,0.2455591849,0.2922293299,0.2663955116,0,0,0,0,0,0,0,0.4425146871,0,0,0,0.378378542,0,0,0,0,0,0,0,0,0,1.1170912731,0,0,0.7026216923,0,0.5966861246,0,0,0,0,0,0,0,0,1.036557303,0,0,0,0,0,0,0,0,0,0,0,0,0.430845802,0,0,0,0,0.5822918074,0,0.4356210846,0,0,0,0,0,0,0,0,0,0,0.3662936576,0,0.3268579505,0,0,0,0,0,0,0,0.3703273027,0.4084376687,0,0.9467258433,0,0.3678401749,0.5479181849,0.3493134942,1.5609028619,0.5794239599,2.1856374271,2.0066493671
Hsa-Mir-217_5p ,0,0.8702606692,0.098603897,0.2179074608,1.5921531415,0.1674787712,0.939389641,0.4820895303,1.0600103669,0,0,0,2.7378045636,1.6546408747,3.7658582983,1.1227352525,0,0.3768536489,0,0.2393469657,1.9851001221,0,0.1245833155,0.3757133387,0.7575876188,0.639165914,0.3244777936,0.1891945685,0,0.2329601855,0,0.7820779028,0,0.1795943789,13.8226175634,0.8418284345,0.5491178605,1.039719359,1.4925228337,0.6286777649,3.9192418073,0,1.3105261838,1.4163423243,0.3754906254,1.1617743703,0.1588816511,0.6862504238,0,0,1.016345891,0,0,0,0.1845011982,0.1225471273,0.6532337849,0.3826802735,0.2537272534,0,0.3185121152,0.1776017862,0,0.2905173257,0,0.3447520974,0,0.2073710883,0,0,0.1062896022,0.1912456171,0.1150648546,0,0,1.9637457193,0,1.7189142944,2.3378346391,0.2663955116,0,0.4051000476,0,0,0.2359599689,0,0,3.5401174965,0,0.5435855008,0.786462155,0,0,1.8056334862,1.8056334862,0.4832657164,1.2134449703,0,2.1888725599,0.8425231546,0,3.3512738192,1.0873636922,0,0,3.498341009,0,1.1440247018,0,1.0007301327,0.2338803248,0.7592988483,1.9337833892,0,0.2979888731,0,0.3590161521,0,1.8124429647,0.3344672889,1.9368790487,0,1.4045116425,0.401100781,1.5177577659,0.8410694198,0.6002336109,0,0.861691604,0.9010486404,0.4468063622,1.0209578136,0,0,1.093899813,0.8712421692,3.1154734663,0.5628046884,0,0,0,0.5021549982,1.913694667,1.065450254,1.201067605,0.7070980625,0.7325873153,0.9815712453,0,0,0.7992340141,0,3.3390616791,1.1111963028,0,0.474732595,0.3703273027,0,0.9802076472,0.9467258433,0.7991669484,0.3678401749,0.5479181849,1.0479404826,1.5609028619,0.7725652798,0.9367017545,0.3344415612
Hsa-Mir-218-P1-2_5p ,31.540611286,31.6194709801,62.2190590092,17.650504325,7.9607657074,26.4616458541,10.3332860507,16.6320887951,2.1200207338,6.128089323,3.6065050532,9.5128188206,11.8638197758,20.6830109335,9.1456558673,143.710112324,39.013661487,9.798194871,20.3365368846,26.0888192655,121.0911074462,46.2759812414,15.8220810721,22.2923247651,51.1371642687,27.4841343041,34.3946461164,7.7569773065,21.8965614622,49.1545991349,26.2029901979,36.7576614307,14.3300399262,18.4982210279,27.8059632379,27.359424122,15.7413786666,15.9423635039,11.193921253,22.4228402823,7.4976799793,24.1076014976,18.9090206513,13.4552520806,30.790231286,29.4316173797,9.6917807185,24.7050152553,12.3368529282,33.0056831661,92.1486941141,80.1037857049,3.9490415676,1.3477061704,1.8450119824,40.1954577662,43.4400466932,28.7010205126,66.0959494981,49.5159693809,33.4437721008,39.0723929745,58.8046161168,59.1202757707,65.5433763168,45.6221942207,30.007735915,14.5159761797,19.4653686008,12.8818514751,9.8849330025,14.1521756675,25.429332862,79.005143604,40.4404631918,40.845910961,6.3590780609,43.4639757309,32.7296849476,26.373155644,18.2954121914,45.3712053266,25.8132918306,6.6592132805,26.19155655,16.7672527171,47.2528381236,57.5269093181,17.0971901989,38.3227778089,25.9532511166,26.4864979401,51.1820256171,16.7021097473,16.7021097473,10.1485800445,52.1781337216,11.9543842433,11.3821373115,27.8032641032,28.1517502299,17.873460369,28.2714559963,10.3932907844,54.804492001,37.3156374288,25.6575033579,36.3227842816,25.0885397375,77.0562202183,25.9607160574,26.9551091131,31.4239800743,21.9643581754,25.03106534,39.3891775125,75.0343757966,22.9601542922,37.1550807761,34.1156634711,34.5410097015,7.1774627669,29.8458724036,12.8352249915,22.7663664879,37.4275891796,39.6154183208,16.849207134,62.4726412916,42.3492860992,38.4253471462,34.9167572256,22.4149524975,22.1270886807,32.8169943899,42.6908662892,31.6739802406,33.2054766149,18.8684585413,18.241531559,7.0358679755,24.1034399124,49.7560613408,28.412006772,30.7473306873,11.3135689997,16.1169209355,52.7594544329,56.2195674819,17.8203684584,3.9961700706,32.9404473313,32.8341065116,38.6696313384,28.2192257585,22.7871645599,60.3633503363,35.1256395113,19.6041529438,20.8279685536,32.3662614091,27.9558532936,39.4501093097,32.4861549597,12.0412506489,12.9404684372,11.86488889,8.3610390297
Hsa-Mir-219-P1_5p ,0.8680902189,0.7252172243,0.887435073,0.6537223824,0.6823513463,0.1674787712,1.4090844615,2.1694028863,0,6.128089323,1.8032525266,1.7836535289,0.4563007606,4.5502624054,0.5379797569,1.4435167533,0.6095884607,0,0.6560173189,0.5983674143,0.7089643293,1.0888466174,1.3704164708,1.8785666937,1.7677044439,1.5979147851,0.6489555871,0.5675837054,1.6371260906,1.3977611128,7.6425388077,0.4692467417,1.3647657073,1.6163494102,0.803640556,6.3137132589,2.5625500155,1.7328655983,0.7462614169,1.8860332948,1.7040181771,5.5632926533,1.3105261838,1.4163423243,0.7509812509,2.7108068639,0.9532899067,3.4312521188,1.2493015623,6.1885655936,0.6775639273,0.1800085072,10.8598643109,0.6738530852,1.1070071895,2.0833011647,1.6330844621,0.9567006838,3.0447270402,0.9614751336,0.6370242305,0,0.1519499124,0.871551977,1.0863543036,0.574586829,0.3965780077,0.8294843531,0.6020217093,0.4771056102,0.6377376131,0.1912456171,0.4602594183,1.0337121593,0.5119045974,1.9637457193,0.6359078061,0,2.9222932989,2.397559604,3.403797617,0.8102000951,0,1.4798251735,1.4157598135,1.5719299422,0.8438006808,4.8676615577,1.6283038285,0.5435855008,0.3932310775,0.756757084,2.4815527572,1.8056334862,1.8056334862,0.9665314328,2.4268899405,0.543381102,0.437774512,0.4212615773,1.9415000159,0,0.5436818461,0,0,2.3322273393,0.5966861246,0.5720123509,0,0.4002920531,0.2338803248,3.4168448172,2.9006750838,1.1168317716,1.1919554924,1.036557303,0.7180323043,0.9371491548,3.6248859294,1.6723364447,0.9684395243,1.0253518238,1.0533837319,1.2033023429,1.0118385106,0.8410694198,0.6002336109,1.7736007509,0,0.9010486404,0.2234031811,1.2251493763,1.7242271152,0.5822918074,0.5469499065,1.3068632537,0,0.1876015628,4.1274753059,0.760063815,0,1.5064649945,0.3827389334,2.4860505926,1.441281126,0.7070980625,2.1977619458,1.2269640566,0.653715901,0,0,0.4066721893,0.2782551399,1.3334355634,1.5677347644,2.373662975,1.110981908,1.6337506749,2.9406229416,0,1.5983338967,1.1035205247,0,1.3972539768,2.6758334775,3.4765437593,0.6244678363,0.6688831224
Hsa-Mir-219-P2_5p ,0.8680902189,0.7252172243,0.887435073,0.6537223824,0.6823513463,0.1674787712,1.4090844615,2.1694028863,0,3.6768535938,1.8032525266,1.7836535289,0.4563007606,4.5502624054,0.5379797569,1.3633213781,0.6095884607,0,0.6560173189,0.5983674143,0.7089643293,1.0888466174,1.3704164708,1.8785666937,1.7677044439,1.2783318281,0.6489555871,0.5675837054,1.6371260906,1.3977611128,7.6425388077,0.4692467417,1.3647657073,1.6163494102,0.803640556,6.3137132589,2.3795107287,1.7328655983,0.7462614169,1.8860332948,1.7040181771,5.5632926533,1.3105261838,1.4163423243,0.7509812509,2.7108068639,0.7944082556,3.4312521188,1.2493015623,6.1885655936,0.6775639273,0.1800085072,10.8598643109,0.6738530852,0.9225059912,1.83820691,1.6330844621,0.9567006838,2.9178634135,0.9614751336,0.6370242305,0,0.1519499124,0.871551977,1.0863543036,0.574586829,0.3965780077,0.6221132648,0.6020217093,0.4771056102,0.6377376131,0.1912456171,0.3451945637,1.0337121593,0.5119045974,1.7673711474,0.6359078061,0,2.9222932989,2.397559604,3.403797617,0.8102000951,0,1.4798251735,1.1797998446,1.0479532948,0.8438006808,4.8676615577,1.6283038285,0.5435855008,0.3932310775,0.756757084,2.4815527572,1.8056334862,1.8056334862,0.9665314328,2.4268899405,0.543381102,0.437774512,0.4212615773,1.9415000159,0,0.5436818461,0,0,2.3322273393,0.5966861246,0.5720123509,0,0.4002920531,0.2338803248,3.4168448172,2.9006750838,0.7445545144,1.1919554924,1.036557303,0.7180323043,0.9371491548,3.6248859294,1.3378691557,0.9684395243,1.0253518238,1.0533837319,1.2033023429,1.0118385106,0.8410694198,0,1.7736007509,0,0.9010486404,0.2234031811,1.2251493763,1.7242271152,0.5822918074,0.5469499065,1.3068632537,0,0.1876015628,4.1274753059,0.760063815,0,1.5064649945,0.3827389334,2.1309005079,1.441281126,0.7070980625,2.1977619458,1.2269640566,0.653715901,0,0,0.4066721893,0.2782551399,1.3334355634,1.5677347644,2.373662975,1.110981908,1.6337506749,2.9406229416,0,1.5983338967,1.1035205247,0,1.3972539768,2.6758334775,3.4765437593,0.6244678363,0.6688831224
Hsa-Mir-21_5p ,20247.0469017571,16017.5827465601,14834.6604924851,73505.6342153065,70563.7723293792,100905.122271227,12641.3663985962,12927.7128443355,7996.7182079041,7590.8642444372,7958.6550260705,8021.6844705016,6960.868103071,14095.4719511484,19844.9972724426,119180.672722113,53349.0485238511,25248.0639143789,49731.360907928,48290.0454400214,127616.982304676,135393.540018198,68142.2148446751,77918.3126563672,130893.210954313,67951.6458202704,97439.0590143987,28216.8563279151,44548.8612560195,120737.906046691,64369.8290036531,45229.9113514697,104670.364726811,42340.8115834064,40925.8774991413,11309.5441036021,13230.8118085233,18691.7280620948,14864.7811625708,21472.6986202619,12782.0107482651,20248.5308271318,20696.0167118299,12662.8085501753,11615.051516688,112239.79642615,62503.7237886982,115528.886339087,60402.3250751377,84727.6515425,99657.6269475305,51989.1570075602,25826.7318521795,28051.6054662064,69394.9596855657,29753.7072344226,39191.4141564253,18918.1820008247,28355.5429255767,33449.9602670401,42031.4957520039,13785.2730467622,12306.2714591264,13133.1262235319,26439.6910408361,16556.6045595763,26382.3519613955,8632.2362918897,24181.4059976212,11548.3412946356,29728.7765705405,10548.5345039605,24245.7757678249,16932.5005157485,31614.4600763045,17661.7326246306,79105.3413076172,53182.9627108555,99945.6453446407,96445.0318169479,62916.6461020561,106119.198258394,113996.533463785,72961.3003519764,90733.9228085277,81833.6248390082,109394.961159855,107953.227967636,104040.47311996,84149.4816640457,100498.066482792,99967.9891753467,176024.29191994,50767.6425062373,50767.6425062373,68216.3387306059,118944.302875865,97826.5299302462,97237.1612774435,92233.9585697664,49215.7310685951,80499.8313192178,72244.9873892996,75787.8763995216,145527.004913433,89291.6559125073,90248.1796598054,90517.2364481694,102308.784273226,74348.4446251986,34622.2400075216,88212.6826445923,97524.5638835011,105196.245956138,93154.8975961238,94893.7114141544,75725.4818894302,88653.372893523,113216.968453524,76225.429614871,117428.780150347,62825.3569506037,62422.1154403232,70376.3408297732,97856.4201153496,80342.3152538453,101594.340517329,101137.365821561,113592.926545961,114348.47875958,75087.3729841214,83165.7941561191,106226.184112971,95057.3906805361,50317.7505481805,141786.386231237,123639.122246506,71745.5912694735,92114.0456805381,53024.3319229082,68567.1718713034,164642.061406526,85255.8628906664,100798.697025369,62380.5688400305,75626.2590764875,79178.0370322888,143626.203927806,61582.3258754155,100269.644450236,70997.5559423848,113077.642261049,66634.5931242042,136449.572244983,162267.602917868,103489.806779087,126600.09169304,108401.807908497,108866.272231109,50114.9325173819,115401.30567896,92042.439928021,100985.156896372,101376.365029807,24883.0214798073,11758.2504177647,23726.3432068984,14232.4950778563
Hsa-Mir-22-P1_3p ,19379.5354096894,19108.893686926,16000.7501784484,36127.3137414188,23011.6168042211,44324.5966357534,74037.0551637779,73624.9541111028,80496.1272521245,71944.3814613042,72105.757154179,78669.2279931341,75737.7128471935,67660.3336666056,96757.2732173234,57867.94019061,25505.181197122,25581.5793936425,26627.0869550956,18791.1302801437,50956.8111691942,38668.3913997087,19039.5697789282,20836.3103397188,30501.6139141572,15864.4175696483,13476.6984384506,4915.8424720616,9908.2963820332,24936.0582530921,16637.806984407,18122.6219943769,25887.8995095714,14709.6776047426,29573.0080924997,64984.5250888024,63681.0152383867,67766.4818045646,102745.271874228,61810.5500511325,73839.0268556673,60191.1176469497,51617.1331453415,54270.6970103846,27955.652554519,27513.5278943963,18011.7772612712,30329.5237284809,14286.8565042856,32448.7122626427,31109.6701584924,15106.6739414105,12166.0098094193,5795.3611504379,12881.3201577338,27409.7483298665,22744.6205381275,19134.3963553531,27616.8160274431,33522.1910864525,22007.9131149912,6623.1258127502,22028.1788073634,15690.2597239417,18868.163662897,21427.4920261713,17603.5689905609,5691.5068889712,21293.0061733313,11636.2877621139,16326.0828944104,10164.3220591492,19010.7851438846,21152.9995890256,25098.9383610555,20700.0400015003,11868.2653388912,18275.0056601392,22642.8051677835,21799.1447105706,10045.0322424729,35665.8183871671,36999.2614880167,12283.288852255,27607.0804035954,21063.8612258329,37061.4135011484,30051.1723984119,13975.7317597405,28845.6363945713,35450.9613320152,16289.1962331659,19871.0337032088,12792.9132496934,12792.9132496934,34271.7548103061,42551.8747724791,23328.9808507066,25909.2467170195,40393.08760303,9154.1725747591,29408.5448545659,27798.4527902024,12994.2118031407,57220.1053792014,44070.5452125592,27729.1975824665,22598.2059404627,33937.0396252958,34319.6396090588,13549.1549786923,25724.2856801173,18537.7310145981,21623.7244850475,27615.8208252504,37304.660776257,29577.1866776286,30458.284679673,31486.2122932569,14177.7339105347,28811.3986623268,17527.3640767989,19900.5254629183,18654.3951219727,32397.5513508044,29993.7971130292,34194.7085805796,29641.7459503152,39315.1102792915,32727.8887168887,27386.3257593698,13314.1066557873,42652.2061485939,29088.3872380269,18212.3379866008,42414.6825215317,40145.9910866304,19872.8211485493,24396.3272545449,26527.7472696608,10624.1606429376,30037.9076808122,25913.7222241572,24026.6135267433,14912.4553833411,28899.8049116446,14703.0274170803,49188.4982426194,25217.4177372082,24486.6712925373,13241.7091459545,41880.322068107,34410.7001344529,34118.3935212811,51884.9658939302,29854.9834342061,48728.0368134965,36637.2673232711,19129.242338697,12883.0452762167,28293.3070567241,31851.6485860959,28240.7990838808,22740.6577852546,55589.1025789683,70181.3751507468,42777.9201911371,66345.17914195
Hsa-Mir-221-P1_3p ,1842.6661712765,1428.2428015664,1084.7414709355,1504.4331093826,4064.3120692941,1393.2558978487,270.0745217802,154.0276049286,192.9218867761,142.1716722943,149.6699597063,177.7708017106,167.462379143,162.1548057183,178.0712995331,1545.3648797346,1561.7656364012,2254.7153812817,5275.6912782498,1915.4937668066,2189.9908132402,2439.1978975098,2912.6333337362,1854.8967533483,2051.2947424934,836.0290155758,1462.7458933279,476.2027287911,549.2558034074,1902.1199143918,1743.5906394185,893.9150428774,2579.7483781466,1188.7351940149,225.0193556828,192.7787115058,150.2752544795,134.4703704243,149.2522833734,185.8790591628,121.4964960274,268.8924782429,210.8074975577,148.0077728867,125.5390324383,892.6299744758,828.0911656559,2309.9189263749,1548.3531238317,1639.9698823141,1016.5152819462,901.3025955607,1229.1391879191,931.4895814451,844.4619843584,1057.4591617826,815.8889972894,489.6394099453,1131.3698226954,856.6743440456,1091.2225068305,346.8562885418,325.9325621977,405.4169279507,714.4590136627,544.7083138692,619.0582699998,345.4802330768,745.7042239248,318.070406793,456.9389997596,594.965114887,550.4702643074,905.5318515513,827.7497339376,668.8517919867,1884.8307372397,1524.1858608004,2259.5171787012,2857.8910479653,2337.5580134756,1770.2872078317,2762.0222258739,1567.8747712745,2992.4443258352,4809.5816465652,2159.7078424523,3774.6502806428,2527.9416936965,2636.6614718012,1696.7920995158,1928.5954285818,2538.0080824173,1071.1920656853,1071.1920656853,2684.0577889144,3522.6307486956,3391.7848384718,2340.7803155566,2432.3643474532,4470.6273698435,2520.1579120224,1732.1703616191,3008.857682071,867.7377900159,5347.7972890189,2037.6831155131,1241.8388137837,3960.7961916509,1933.8109084388,1019.0165753325,2913.8093301883,2852.8139448988,1187.1921732429,2520.6878775147,2140.4908306141,1864.7298941979,3163.8155465548,3042.6386269657,1847.9317713488,3114.1786971067,2812.5400528056,1286.5326645517,1067.3291781966,1602.7522007488,915.0835287068,2014.984231863,1384.7387862984,2498.0439600589,1639.908525542,861.2192630733,1031.7799664391,3391.5547355898,984.6554462917,1123.9820578553,2419.0038826907,1627.3156405595,792.8042043761,2002.4151626933,1838.5943683832,2517.0817682192,2895.9278744733,1766.3401775985,2742.4689536675,1233.256216786,706.3909644181,3612.3880515009,1797.5023428879,2046.457627933,3219.5465681497,1560.1047955639,5064.6954452308,6514.7875911564,2203.5022685073,3880.9274091772,2814.6895557405,2657.098396705,3860.1444072222,2023.6386876196,1148.3784479755,6561.5602296167,1842.879276326,2088.6641206735,3501.8677792534,142.0421604323,155.0924799268,196.7073684395,111.0345983139
